Mark,Competitor,Nat,Location,Discipline,Date,Results Score
13:29.37,SHU HASEGAWA,JPN,"Municipal Stadium, Hiroshima (JPN)",5000m,29 APR 2024,1104
13:29.42,MUTHONI MUIRU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1104
13:29.42,BENJAMIN FLANAGAN,CAN,"Complexe Sportif Claude-Robillard, Montréal (CAN)",5000m,27 JUN 2024,1104
13:29.47,DANIEL ARCE,ESP,"Estadio Iberoamericano, Huelva (ESP)",5000m,30 APR 2024,1104
13:29.48,BRIAN FAY,IRL,"Stadio Olimpico, Roma (ITA)",5000m,08 JUN 2024,1104
13:29.49,KIRAMI COLLIN YEGO,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1104
13:29.52,ZACHARY FACIONI,AUS,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1104
13:29.54,RORY LEONARD,GBR,"Millennium Arena, Battersea Park, London (GBR)",5000m,26 APR 2024,1104
13:29.56,ASAHI KURODA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1104
13:29.56,FERDINAND KVAN EDMAN,NOR,"Bislett Stadion, Oslo (NOR)",5000m,18 JUN 2024,1104
13:29.61,SHADRACK KIPCHIRCHIR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1103
13:29.61,THERENCE BIZOZA,BDI,"Polisportivo Guido Maccan, Brugnera (ITA)",5000m,13 JUL 2024,1103
13:29.63,ELLIS CROSS,GBR,"Parc des Sports, Maisons-Laffitte (FRA)",5000m,06 JUL 2024,1103
13:29.69,MORGAN LE GUEN,SUI,"Cobb Track and Angell Field, Palo Alto, CA (USA)",5000m,26 APR 2024,1103
13:29.73,KEKEBA BEJIGA,ETH,"Atletiekbaan Brakkenstein, Nijmegen (NED)",5000m,18 MAY 2024,1103
13:29.73,CORNELIUS KEMBOI,KEN,"Nyayo National Stadium, Nairobi (KEN)",5000m,15 JUN 2024,1103
13:29.78,FLORIAN LE PALLEC,FRA,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1103
13:29.79,HILLARY BOR,USA,"Sportcity Regional Arena, Manchester (GBR)",5000m,25 MAY 2024,1103
13:29.80,JAMES KIMEU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1103
13:29.84,DANIEL KIMAIYO,KEN,"Nyayo National Stadium, Nairobi (KEN)",5000m,15 JUN 2024,1103
13:29.87,JERRY MOTSAU,RSA,"Stadion De Veen, Heusden-Zolder (BEL)",5000m,15 JUN 2024,1103
13:29.88,SHUNYA KIKUCHI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1103
13:29.89,AXEL VANG CHRISTENSEN,DEN,"Boudewijnstadion, Bruxelles (BEL)",5000m,25 MAY 2024,1102
13:29.90,KISEKI SHIOZAWA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",5000m,28 JUN 2024,1102
13:30.04,MUSTAFE MUUSE,FIN,"Stadion De Veen, Heusden-Zolder (BEL)",5000m,15 JUN 2024,1102
13:30.06,ETIENNE DAGUINOS,FRA,"Stadio Olimpico, Roma (ITA)",5000m,08 JUN 2024,1102
13:30.07,HABTOM SAMUEL,ERI,"The Track at New Balance, Boston, MA (USA) (i)",5000m,08 MAR 2024,1150
13:30.08,TAKASHI ICHIDA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1102
13:30.09,STEPHEN MUTHINI,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1102
13:30.12,DESIRE NIYOMWUNGERE,BDI,"Polisportivo Guido Maccan, Brugnera (ITA)",5000m,13 JUL 2024,1102
13:30.14,SIMON BEDARD,FRA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,26 JAN 2024,1150
13:30.17,AMOS KIPKEMBOI BETT,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1101
13:30.19,TOMONORI YAMAGUCHI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1101
13:30.20,AMOS KIPKEMBOI BETT,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1101
13:30.25,ANDREW BUTCHART,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,26 JAN 2024,1150
13:30.27,BIRHANE MENGISTU,ETH,"Atletiekbaan Brakkenstein, Nijmegen (NED)",5000m,18 MAY 2024,1101
13:30.30,REISHI YOSHIDA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1101
13:30.32,NASSIM HASSAOUS,ESP,"Stadion De Veen, Heusden-Zolder (BEL)",5000m,15 JUN 2024,1101
13:30.37,COLE SPROUT,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,26 JAN 2024,1149
13:30.38,ADRIAAN WILDSCHUTT,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",5000m,20 APR 2024,1101
13:30.42,COSMAS MWANGI BOI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1101
13:30.44,HAGOS EYOB,ETH,"Atletiekbaan Brakkenstein, Nijmegen (NED)",5000m,18 MAY 2024,1101
13:30.45,BRIAN FAY,IRL,"Bislett Stadion, Oslo (NOR)",5000m,30 MAY 2024,1101
13:30.49,DONOVAN CHRISTIEN,FRA,"Stade Raymond Troussier, Decines (FRA)",5000m,04 MAY 2024,1100
13:30.51,PETER MARU,UGA,"The Track at New Balance, Boston, MA (USA) (i)",5000m,08 MAR 2024,1149
13:30.52,YUICHIRO NISHIKAWA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1100
13:30.56,JONATHAN MUIA NDIKU,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1100
13:30.62,AKIRA AKASAKI,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1100
13:30.65,FUTSUM ZIENASELLASSIE,USA,"Lincoln HS, Portland, OR (USA)",5000m,09 JUN 2024,1100
13:30.67,JAMES CORRIGAN,USA,"Dempsey Indoor, Seattle, WA (USA)",5000m,09 FEB 2024,1100
13:30.67,JAMES KIMEU,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1100
13:30.68,RYAN FORD,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1100
13:30.72,NGANGA JOSEPH WAWERU,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1100
13:30.73,BEN PERRIN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1100
13:30.80,SAILAS ROTICH,UGA,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",5000m,22 MAY 2024,1099
13:30.88,BRIAN KIPYEGON,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,28 APR 2024,1099
13:30.89,EMILE HAFASHIMANA,BDI,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",5000m,02 JUN 2024,1099
13:30.91,BALDVIN MAGNUSSON,ISL,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",5000m,11 MAY 2024,1099
13:30.91,YUYA YOSHIDA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1099
13:30.98,AMOS KURGAT,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1099
13:31.00,JESSE HAMLIN,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",5000m,28 MAR 2024,1099
13:31.06,DANIEL KOSEN,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1098
13:31.10,JAMES KIMEU,KEN,"Athletics Stadium, Shibetsu (JPN)",5000m,13 JUL 2024,1098
13:31.11,PETER MARU,UGA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",5000m,23 FEB 2024,1146
13:31.13,ALAZAR TEFERA,ETH,"Atletiekbaan Brakkenstein, Nijmegen (NED)",5000m,18 MAY 2024,1098
13:31.17,ALEX MAIER,USA,"The Track at New Balance, Boston, MA (USA) (i)",5000m,08 MAR 2024,1146
13:31.22,JERRY MOTSAU,RSA,"Boudewijnstadion, Bruxelles (BEL)",5000m,29 JUN 2024,1098
13:31.25,ITTA TAMEIKE,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1098
13:31.30,JOEY NOKES,USA,"Dempsey Indoor, Seattle, WA (USA)",5000m,09 FEB 2024,1098
13:31.30,DAVOR AARON BIENENFELD,GER,"Bungertstadion, Rehlingen (GER)",5000m,19 MAY 2024,1098
13:31.33,KOTARO KONDO,JPN,"Municipal Stadium, Hiroshima (JPN)",5000m,29 APR 2024,1097
13:31.33,SIMON BEDARD,FRA,"Stade Raymond Troussier, Decines (FRA)",5000m,04 MAY 2024,1097
13:31.34,LUCA NOTI,SUI,"Boudewijnstadion, Bruxelles (BEL)",5000m,25 MAY 2024,1097
13:31.37,FABIEN PALCAU,FRA,"Stadion De Veen, Heusden-Zolder (BEL)",5000m,15 JUN 2024,1097
13:31.40,WILLIAM KINCAID,USA,"Hayward Field, Eugene, OR (USA)",5000m,30 JUN 2024,1097
13:31.41,ANTHONY CAMERIERI,USA,"Hayward Field, Eugene, OR (USA)",5000m,27 JUN 2024,1097
13:31.43,JONAS RAESS,SUI,"Stadio Olimpico, Roma (ITA)",5000m,08 JUN 2024,1097
13:31.48,ERIC VAN DER ELS,USA,"Drake Stadium, Los Angeles, CA (USA)",5000m,17 MAY 2024,1097
13:31.51,GARY MARTIN,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",5000m,28 MAR 2024,1097
13:31.53,CÉLESTIN NDIKUMANA,BDI,"Arena Civica Gianni Brera, Milano (ITA)",5000m,27 APR 2024,1097
13:31.55,AARÓN LAS HERAS,ESP,"The Track at New Balance, Boston, MA (USA) (i)",5000m,08 MAR 2024,1145
13:31.55,ALEX KIPIRECH KIPCHIRCHIR,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1097
13:31.56,TAI DINGER,USA,"Hayward Field, Eugene, OR (USA)",5000m,27 JUN 2024,1097
13:31.60,THERENCE BIZOZA,BDI,"LAZ Wien, Wien (AUT)",5000m,22 JUN 2024,1096
13:31.61,RYUJI MIURA,JPN,"Athletics Stadium, Fukagawa (JPN)",5000m,17 JUL 2024,1096
13:31.63,JACKSON SHARP,AUS,"The Track at New Balance, Boston, MA (USA) (i)",5000m,08 MAR 2024,1145
13:31.64,SAM MCENTEE,AUS,"Lakeside Stadium, Melbourne (AUS)",5000m,15 FEB 2024,1096
13:31.64,DAN KIBET,UGA,"Suzhou Olympic Sports Centre, Suzhou (CHN)",5000m,27 APR 2024,1096
13:31.65,GULVEER SINGH,IND,"Jack Kemp Stadium, Los Angeles, CA (USA)",5000m,11 MAY 2024,1096
13:31.67,RAZINI LEMETEKI,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1096
13:31.75,DENNIS MUTUKU,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1096
13:31.77,JACK ROWE,GBR,"Stadio Olimpico, Roma (ITA)",5000m,08 JUN 2024,1096
13:31.78,SANTIAGO CATROFE,URU,"Bungertstadion, Rehlingen (GER)",5000m,19 MAY 2024,1096
13:31.81,PETER LYNCH,IRL,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,10 FEB 2024,1144
13:31.90,DUARTE GOMES,POR,"Olympiastadion, Stockholm (SWE)",5000m,15 MAY 2024,1095
13:31.94,TAKASHI ICHIDA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",5000m,28 JUN 2024,1095
13:31.95,MIGUEL COCA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",5000m,11 MAY 2024,1095
13:31.95,TATSUYA MARUYAMA,JPN,"Athletics Stadium, Shibetsu (JPN)",5000m,13 JUL 2024,1095
13:32.10,OLIN HACKER,USA,"Hayward Field, Eugene, OR (USA)",5000m,30 JUN 2024,1095
13:32.14,DENNIS MUTUKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1095
13:32.16,DENNIS KIPKURUI,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1095
13:32.27,BRIAN KIPYEGON,KEN,"Athletics Stadium, Shibetsu (JPN)",5000m,13 JUL 2024,1094
13:32.33,JONAS RAESS,SUI,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,26 JAN 2024,1142
13:32.43,DANIEL NDIRITU,KEN,"Athletic Track, Abashiri (JPN)",5000m,10 JUL 2024,1094
13:32.44,MARTIN DESMIDT,FRA,"Boudewijnstadion, Bruxelles (BEL)",5000m,25 MAY 2024,1094
13:32.48,KENTO YAMAUCHI,JPN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1093
13:32.59,MUSTAPHA AKKAOUI,MAR,"Stade Raymond Troussier, Decines (FRA)",5000m,04 MAY 2024,1093
13:32.65,NATHAN MOUNTAIN,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",5000m,28 MAR 2024,1093
13:32.66,TOBY GILLEN,AUS,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",5000m,23 FEB 2024,1141
13:32.69,SHU HASEGAWA,JPN,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1093
13:32.73,SHOTARO ISHIHARA,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",5000m,13 APR 2024,1093
13:32.77,VLADIMIR NIKITIN,RUS,"Slava Metreveli Stadium, Sochi (RUS)",5000m,21 MAY 2024,1092
13:32.77,MIKE FOPPEN,NED,"Stadio Olimpico, Roma (ITA)",5000m,08 JUN 2024,1092
13:32.78,ANTHONY CAMERIERI,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",5000m,20 JUL 2024,1092
13:32.80,ROGERS KIBET,UGA,"Athletic Track, Abashiri (JPN)",5000m,10 JUL 2024,1092
13:32.89,JOHANA EROT,KEN,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",5000m,22 MAY 2024,1092
13:32.91,MUSTAFE MUUSE,FIN,"Boudewijnstadion, Bruxelles (BEL)",5000m,25 MAY 2024,1092
13:32.92,YOHEI IKEDA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",5000m,28 JUN 2024,1092
13:32.94,PATRICK KIPROP,KEN,"Percy Beard Track, Gainesville, FL (USA)",5000m,11 MAY 2024,1092
13:32.98,BEN SHEARER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1092
13:32.99,KAZUKI TAMURA,JPN,"Lincoln HS, Portland, OR (USA)",5000m,09 JUN 2024,1092
13:33.12,KIRAMI COLLIN YEGO,KEN,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",5000m,23 FEB 2024,1139
13:33.12,ALEX KIPIRECH KIPCHIRCHIR,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1091
13:33.13,CHANDLER GIBBENS,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1091
13:33.13,KOTARO SHINOHARA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1091
13:33.13,YACINE GUERMALI,PHI,"Lincoln HS, Portland, OR (USA)",5000m,09 JUN 2024,1091
13:33.27,DANIEL KIMAIYO,KEN,"Nyayo National Stadium, Nairobi (KEN)",5000m,21 MAY 2024,1091
13:33.38,JEAN-SIMON DESGAGNÉS,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",5000m,12 APR 2024,1090
13:33.39,SHOYA SAITO,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1090
13:33.45,COLE HOCKER,USA,"Hayward Field, Eugene, OR (USA)",5000m,27 JUN 2024,1090
13:33.51,SENAY AMLESOM FISSEHATSION,ERI,"Sandnes Stadion, Sandnes (NOR)",5000m,29 JUN 2024,1090
13:33.59,JOEL IBLER LILLESØ,DEN,"Olympiastadion, Stockholm (SWE)",5000m,15 MAY 2024,1090
13:33.60,JUDE THOMAS,AUS,"Lakeside Stadium, Melbourne (AUS)",5000m,15 FEB 2024,1090
13:33.62,HENRIK INGEBRIGTSEN,NOR,"Olympiastadion, Stockholm (SWE)",5000m,15 MAY 2024,1089
13:33.66,KAZUKI TAMURA,JPN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5000m,16 FEB 2024,1137
13:33.67,JAMES KARURI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,28 APR 2024,1089
13:33.73,YUTARO NIINAE,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1089
13:33.78,SAMUEL NGAYU,KEN,"Municipal Stadium, Kitami (JPN)",5000m,06 JUL 2024,1089
13:33.88,AKIMU NOMURA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",5000m,01 JUN 2024,1089
13:33.91,THEO QUAX,NZL,"Lincoln HS, Portland, OR (USA)",5000m,09 JUN 2024,1088
13:33.96,PARKER WOLFE,USA,"Hayward Field, Eugene, OR (USA)",5000m,27 JUN 2024,1088
13:33.98,JOHN NAHHAY WELE,TAN,"Boudewijnstadion, Bruxelles (BEL)",5000m,25 MAY 2024,1088
13:33.99,RYO SAITO,JPN,"Nishishina Athletic Stadium, Nobeoka (JPN)",5000m,04 MAY 2024,1088
13:33.99,KANTA SHIMIZU,JPN,"Denka Big Swan Stadium, Niigata (JPN)",5000m,28 JUN 2024,1088
26:31.01,YOMIF KEJELCHA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1273
26:31.13,BERIHU AREGAWI,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1273
26:34.93,SELEMON BAREGA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1267
26:37.93,BINIAM MEHARY,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1262
26:42.65,GEMECHU DIDA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1254
26:46.80,TADESE WORKU,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1247
26:50.81,DANIEL MATEIKO,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1241
26:50.94,NICHOLAS KIPKORIR,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1241
26:51.09,BENARD KIBET,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1240
26:51.54,EDWIN KURGAT,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1240
26:52.04,GRANT FISHER,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1239
26:52.72,NICO YOUNG,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1238
26:52.87,ANDREAS ALMGREN,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1238
26:53.01,MOHAMMED AHMED,CAN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1237
26:53.84,HABTOM SAMUEL,ERI,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1236
26:55.09,BENSON KIPLANGAT,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1234
26:55.51,MERHAWI MEBRAHTU,ERI,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1233
26:55.54,ADRIAAN WILDSCHUTT,RSA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1233
26:57.57,WILLIAM KINCAID,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1230
26:57.66,EDWIN KURGAT,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1230
26:58.97,KIBIWOTT KANDIE,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1228
27:07.37,STANLEY WAITHAKA MBURU,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1214
27:07.97,ISAAC KIMELI,BEL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1213
27:08.81,PATRICK DEVER,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1212
27:08.94,ANTHONY ROTICH,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1212
27:09.29,JOE KLECKER,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1211
27:09.57,JACK RAYNER,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1211
27:09.74,ARON KIFLE,ERI,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1211
27:12.89,HAGOS GEBRHIWET,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1206
27:17.28,ABDIHAMID NUR,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1199
27:17.46,JUN KASAI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1198
27:20.05,SHADRACK KIPKEMEI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1194
27:20.93,BENJAMIN FLANAGAN,CAN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1193
27:20.94,TOMOKI OTA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1193
27:21.03,STANLEY WAITHAKA MBURU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1193
27:21.52,KAZUMA MAEDA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1192
27:22.38,MOHAMED ISMAIL,DJI,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1191
27:23.09,JAMES MWANZIA MUTUKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1189
27:23.52,RICHARD YATOR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1189
27:23.88,PATRICK DEVER,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1188
27:24.33,DANIEL SIMIU EBENYO,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1187
27:26.02,LUIS GRIJALVA,GUA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1185
27:26.18,BOKI DIRIBA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",10000m,14 JUN 2024,1185
27:26.41,TOMOKI OTA,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1184
27:26.57,THIERRY NDIKUMWENAYO,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",10000m,22 MAY 2024,1184
27:26.67,MEBUKI SUZUKI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1184
27:27.11,FELIX BOUR,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1183
27:27.50,GIDEON KIPKERTICH RONO,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1182
27:27.77,KIBET KANDIE,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,27 APR 2024,1182
27:30.72,EMMANUEL MOI MARU,KEN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1177
27:32.29,ATHANAS KIOKO,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1175
27:33.58,CHARLES HICKS,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1173
27:34.04,PAUL CHELIMO,USA,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1172
27:34.14,JUN KASAI,JPN,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1172
27:34.30,TADESSE GETAHON,ISR,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1172
27:34.53,AKIRA AIZAWA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1171
27:34.66,KEITA SATOH,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1171
27:35.05,KOTARO SHINOHARA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",10000m,03 MAY 2024,1171
27:36.23,ABDESSAMAD OUKHELFEN,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1169
27:36.29,DOMINIC LOKINYOMO LOBALU,SUI,"Berufsschulzentrum, Interlaken (SUI)",10000m,04 MAY 2024,1169
27:37.66,FELIX BOUR,FRA,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)",10000m,04 MAY 2024,1166
27:37.68,FRANCIS ABONG,KEN,"Hayward Field, Eugene, OR (USA)",10000m,25 MAY 2024,1166
27:38.39,RORY LEONARD,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1165
27:38.87,ANDREW HUNTER,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1165
27:40.02,EFREM GIDEY,IRL,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1163
27:40.80,RYAN FORD,USA,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1162
27:41.11,DAVID SHUNGEYA NEIYIAI,KEN,"National Stadium, Tokyo (JPN)",10000m,09 MAY 2024,1161
27:41.20,ANTHONY KIBE,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,01 JUN 2024,1161
27:41.37,VALENTIN GONDOUIN,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1161
27:41.48,GILBERT KIPKOSGEI KIPROTICH,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",10000m,13 APR 2024,1161
27:41.52,STEPHEN MUTHINI,KEN,"National Stadium, Tokyo (JPN)",10000m,09 MAY 2024,1160
27:41.81,GULVEER SINGH,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",10000m,16 MAR 2024,1160
27:41.81,SAMSON NDIRANGU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",10000m,13 APR 2024,1160
27:41.92,NILS VOIGT,GER,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1160
27:42.72,SIMON BEDARD,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",10000m,18 MAY 2024,1159
27:42.81,JONATHAN MUIA NDIKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",10000m,01 JUN 2024,1158
