,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
2087,2:09:09,Abebaw MUNIYE,ETH,Dubai (UAE),07 JAN 2024,1174,Full
2088,2:09:09,Jonathan MELLOR,GBR,Sevilla (ESP),18 FEB 2024,1174,Full
2089,2:09:09,Reuben NARRY,KEN,Roma (ITA),17 MAR 2024,1174,Full
2090,2:09:09,Fikre BEKELE,ETH,Madrid (ESP),28 APR 2024,1174,Full
2091,2:09:10,Hidekazu HIJIKATA,JPN,Osaka (JPN),25 FEB 2024,1174,Full
2092,2:09:10,Mark Kosgei KIPTOO,KEN,Seoul (KOR),17 MAR 2024,1174,Full
2093,2:09:10,Emmanuel KIPCHUMBA,KEN,Lisboa (POR),06 OCT 2024,1174,Full
2094,2:09:11,Abebaw DESALEW,ETH,Dubai (UAE),07 JAN 2024,1174,Full
2095,2:09:11,Masashi NONAKA,JPN,Osaka (JPN),25 FEB 2024,1174,Full
2096,2:09:13,John MUIRIRI,KEN,Wuhan (CHN),24 MAR 2024,1173,Full
2097,2:09:16,Zach PANNING,USA,"Chicago, IL (USA)",13 OCT 2024,1172,Full
2098,2:09:18,Richard RINGER,GER,"Stade de France, Paris (FRA)",10 AUG 2024,1172,Full
2099,2:09:18,Isaac Kipkemboi TOO,KEN,Buenos Aires (ARG),22 SEP 2024,1172,Full
2100,2:09:18,Hamid BEN DAOUD,ESP,Košice (SVK),06 OCT 2024,1172,Full
2101,2:09:19,Byambajav TSEVEENRAVDAN,MGL,Sevilla (ESP),18 FEB 2024,1172,Full
2102,2:09:19,Michael SOMERS,BEL,Sevilla (ESP),18 FEB 2024,1172,Full
2103,2:09:20,Abraham CHEROBEN,BRN,Hamburg (GER),28 APR 2024,1171,Full
2104,2:09:20,Mohamed CHAABOUD,MAR,Aveiro (POR),28 APR 2024,1171,Full
2105,2:09:20,Edwin KIBICHIY,KEN,Amsterdam (NED),20 OCT 2024,1171,Full
2106,2:09:21,Getinet MELE GEDAMU,ETH,Sevilla (ESP),18 FEB 2024,1171,Full
2107,2:09:21,Tafere ADISU,ETH,Enschede (NED),21 APR 2024,1171,Full
2108,2:09:22,Maxim RĂILEANU,MDA,Sevilla (ESP),18 FEB 2024,1171,Full
2109,2:09:22,Henok TESFAY,ERI,London (GBR),21 APR 2024,1171,Full
2110,2:09:22,Kiyoshi KOGA,JPN,Gold Coast (AUS),07 JUL 2024,1171,Full
2111,2:09:22,Aychew BANTIE,ETH,Frankfurt (GER),27 OCT 2024,1171,Full
2112,2:09:23,Reuben KERIO,KEN,Daegu (KOR),07 APR 2024,1170,Full
2113,2:09:24,Jorge CASTELBLANCO,PAN,Sevilla (ESP),18 FEB 2024,1170,Full
2114,2:09:25,Isaac CHELUKO,KEN,Roma (ITA),17 MAR 2024,1170,Full
2115,2:09:25,Alemu KOKEB,ETH,Rabat (MAR),21 APR 2024,1170,Full
2116,2:09:25,Suguru OSAKO,JPN,"Stade de France, Paris (FRA)",10 AUG 2024,1170,Full
2117,2:09:26,Yota IFUKU,JPN,Nobeoka (JPN),11 FEB 2024,1170,Full
2118,2:09:26,Debessay DESALE,ERI,Chongqing (CHN),24 MAR 2024,1170,Full
2119,2:09:26,Asnake DUBRE,ETH,Wuhan (CHN),24 MAR 2024,1170,Full
2120,2:09:27,Hideyuki TANAKA,JPN,Osaka (JPN),25 FEB 2024,1169,Full
2121,2:09:29,Patrick MATHENGE,KEN,Osaka (JPN),25 FEB 2024,1169,Full
2122,2:09:29,Dongzhi SANGJI,CHN,Wuxi (CHN),24 MAR 2024,1169,Full
2123,2:09:30,Yuichi YASUI,JPN,Oita (JPN),04 FEB 2024,1169,Full
2124,2:09:30,Tendai ZIMUTO,ZIM,Enschede (NED),21 APR 2024,1169,Full
2125,2:09:30,Khalid CHOUKOUD,NED,Amsterdam (NED),20 OCT 2024,1169,Full
2126,2:09:30,Workneh FIKIRE,ETH,Frankfurt (GER),27 OCT 2024,1169,Full
2127,2:09:31,Deribe ROBI,ETH,Sevilla (ESP),18 FEB 2024,1168,Full
2128,2:09:31,Cyrus MUTAI,KEN,New Taipei City (TPE),17 MAR 2024,1168,Full
2129,2:09:31,Ibrahim HASSAN,DJI,"Stade de France, Paris (FRA)",10 AUG 2024,1168,Full
2130,2:09:31,Christopher KITETU,KEN,Frankfurt (GER),27 OCT 2024,1168,Full
2131,2:09:32,Afewerki BERHANE,ERI,Sevilla (ESP),18 FEB 2024,1168,Full
2132,2:09:32,Mogos SHUMAY,ERI,Padova (ITA),21 APR 2024,1168,Full
2133,2:09:35,Asefa MENGISA,ETH,Dubai (UAE),07 JAN 2024,1167,Full
2134,2:09:35,Mateusz KACZOR,POL,Sevilla (ESP),18 FEB 2024,1167,Full
2135,2:09:35,Moses KIPTOO,KEN,Wuhan (CHN),24 MAR 2024,1167,Full
2136,2:09:36,Mustapha HOUDADI,MAR,Marrakech (MAR),28 JAN 2024,1167,Full
2137,2:09:37,Pius KARANJA,KEN,Wuxi (CHN),24 MAR 2024,1167,Full
2138,2:09:39,Madoka TANIHARA,JPN,Osaka (JPN),25 FEB 2024,1166,Full
2139,2:09:40,Peiyou FENG,CHN,Osaka (JPN),25 FEB 2024,1166,Full
2140,2:09:40,Tim VINCENT,AUS,Frankfurt (GER),27 OCT 2024,1166,Full
2141,2:09:41,Philemon RONO,KEN,Wuhan (CHN),24 MAR 2024,1165,Full
2142,2:09:41,Nekagenet CRIPPA,ITA,Rotterdam (NED),14 APR 2024,1165,Full
2143,2:09:41,Kipsambu KIMAKAL,KEN,Venezia (ITA),27 OCT 2024,1165,Full
2144,2:09:42,Il Ryong HAN,PRK,Wuxi (CHN),24 MAR 2024,1165,Full
2145,2:09:42,Hiko Tonosa HASO,IRL,Dublin (IRL),27 OCT 2024,1165,Full
2146,2:09:43,Ayad LAMDASSEM,ESP,Sevilla (ESP),18 FEB 2024,1165,Full
2147,2:09:44,Moses KIBET,KEN,Daegu (KOR),07 APR 2024,1165,Full
2148,2:09:44,Abraraw MISGANAW,ETH,Dublin (IRL),27 OCT 2024,1165,Full
2149,2:09:45,Benard KIPKORIR,KEN,Chongqing (CHN),24 MAR 2024,1164,Full
2150,2:09:45,Alfonce KIBIWOTT,KEN,Eindhoven (NED),13 OCT 2024,1164,Full
2151,2:09:47,Mathews LEETO,RSA,Durban (RSA),28 APR 2024,1164,Full
2152,2:09:48,Edwin KIPRUTO,KEN,Lisboa (POR),06 OCT 2024,1164,Full
2153,2:09:52,Stephen MOKOKA,RSA,Durban (RSA),28 APR 2024,1162,Full
2154,2:09:52,Gaddisa TAFA DEKEBE,ETH,Madrid (ESP),28 APR 2024,1162,Full
2155,2:09:53,Hillary KIPCHUMBA,KEN,Wuhan (CHN),24 MAR 2024,1162,Full
2156,2:09:53,Victor Kiplagat SEREM,KEN,Linz (AUT),07 APR 2024,1162,Full
2157,2:09:54,Mathew SAMPERU,KEN,Buri Ram (THA),27 JAN 2024,1162,Full
2158,2:09:55,Gadisa BIRHANU,ETH,Copenhagen (DEN),05 MAY 2024,1162,Full
2159,2:09:56,Kento NISHI,JPN,Osaka (JPN),25 FEB 2024,1161,Full
2160,2:09:56,Nicolas NAVARRO,FRA,"Stade de France, Paris (FRA)",10 AUG 2024,1161,Full
2161,2:09:57,Leonard KORIR,USA,"Orlando, FL (USA)",03 FEB 2024,1161,Full
2162,2:09:57,Dominic NYAIRO,KEN,Aveiro (POR),28 APR 2024,1161,Full
2163,2:09:58,Victor KIPLIMO,KEN,Hannover (GER),14 APR 2024,1161,Full
2164,2:10:00,Joshua KOGO,KEN,Mumbai (IND),21 JAN 2024,1160,Full
2165,2:10:00,Evans MAYAKA,KEN,"Chicago, IL (USA)",13 OCT 2024,1160,Full
2166,2:10:02,Elkanah KIBET,USA,"Orlando, FL (USA)",03 FEB 2024,1160,Full
2167,2:10:03,Tomoki YOSHIOKA,JPN,Oita (JPN),04 FEB 2024,1159,Full
2168,2:10:03,Kinde ATANAW,ETH,London (GBR),21 APR 2024,1159,Full
2169,2:10:06,Mekuant AYENEW,ETH,Hengshui (CHN),22 SEP 2024,1159,Full
2170,2:10:06,Boniface KIBIWOTT,KEN,Amsterdam (NED),20 OCT 2024,1159,Full
2171,2:10:07,Mulat BAZEZEW,ETH,Frankfurt (GER),27 OCT 2024,1158,Full
2172,2:10:09,Isaac MPOFU,ZIM,"Stade de France, Paris (FRA)",10 AUG 2024,1158,Full
2173,2:10:10,Ser-Od BAT-OCHIR,MGL,Osaka (JPN),25 FEB 2024,1157,Full
2174,2:10:10,Stan NIESTEN,NED,Rotterdam (NED),14 APR 2024,1157,Full
2175,2:10:10,Tomas Hilifa RAINHOLD,NAM,Durban (RSA),28 APR 2024,1157,Full
2176,2:10:12,Takashi ICHIDA,JPN,Tokyo (JPN),03 MAR 2024,1157,Full
2177,2:10:12,Geoffrey KOECH,KEN,Košice (SVK),06 OCT 2024,1157,Full
2178,2:10:14,Reed FISCHER,USA,"Chicago, IL (USA)",13 OCT 2024,1156,Full
2179,2:10:17,Felicien MUHITIRA,RWA,Rotterdam (NED),14 APR 2024,1156,Full
2180,2:10:17,Shadrack KIMINING,KEN,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1156,Full
2181,2:10:19,Ren UMEZAKI,JPN,Nobeoka (JPN),11 FEB 2024,1155,Full
2182,2:10:19,Julius Kiprono TARUS,KEN,Sevilla (ESP),18 FEB 2024,1155,Full
2183,2:10:19,Abdi KEBEDE,ETH,Rotterdam (NED),14 APR 2024,1155,Full
2184,2:10:21,Tesfu TEWELDE,ERI,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1154,Full
2185,2:10:22,Genicious RONO,KEN,Rotterdam (NED),14 APR 2024,1154,Full
2186,2:10:23,Josephat Joshua GISEMO,TAN,Genève (SUI),05 MAY 2024,1154,Full
2187,2:10:23,Afewerk MESFIN,ETH,Lanzhou (CHN),26 MAY 2024,1154,Full
2188,2:10:23,Benson NZIOKI,KEN,Eindhoven (NED),13 OCT 2024,1154,Full
2189,2:10:25,Paul TIONGIK,KEN,Roma (ITA),17 MAR 2024,1153,Full
2190,2:10:25,Zhongrui GUO,CHN,Hengshui (CHN),22 SEP 2024,1153,Full
2191,2:10:25,Brian SHRADER,USA,"Chicago, IL (USA)",13 OCT 2024,1153,Full
2192,2:10:26,Musa MITEI,KEN,Madrid (ESP),28 APR 2024,1153,Full
2193,2:10:26,Tianyu CHEN,CHN,Hengshui (CHN),22 SEP 2024,1153,Full
2194,2:10:27,Le YANG,CHN,Rabat (MAR),21 APR 2024,1153,Full
2195,2:10:28,Yuki MUTA,JPN,Oita (JPN),04 FEB 2024,1152,Full
2196,2:10:28,Patrick KETER,KEN,Enschede (NED),21 APR 2024,1152,Full
2197,2:10:28,Naoki AIBA,JPN,Gold Coast (AUS),07 JUL 2024,1152,Full
2198,2:10:29,Nguse AMLOSOM,ERI,Sevilla (ESP),18 FEB 2024,1152,Full
2199,2:10:29,Junnosuke MATSUO,JPN,Osaka (JPN),25 FEB 2024,1152,Full
2200,2:10:29,Kazuya NISHIYAMA,JPN,Tokyo (JPN),03 MAR 2024,1152,Full
2201,2:10:29,Silas SUGUT,KEN,Aveiro (POR),28 APR 2024,1152,Full
2202,2:10:30,Hiroshi ICHIDA,JPN,Tokyo (JPN),03 MAR 2024,1152,Full
2203,2:10:31,Cairen SUOLANG,CHN,Wuxi (CHN),24 MAR 2024,1152,Full
2204,2:10:31,Ishmael Chelanga KALALE,KEN,Padova (ITA),21 APR 2024,1152,Full
2205,2:10:32,Pius Dominic ONDORO,KEN,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1151,Full
2206,2:10:33,Alene BELAY,ETH,Xiamen (CHN),07 JAN 2024,1151,Full
2207,2:10:33,Haftamu GEBRESILASE,ETH,Berlin (GER),29 SEP 2024,1151,Full
2208,2:10:34,Benson TUNYO,KEN,Sevilla (ESP),18 FEB 2024,1151,Full
2209,2:10:38,Anouar EL GHOUZ,MAR,Riyadh (KSA),10 FEB 2024,1150,Full
2210,2:10:38,Hiromasa KUMAHASHI,JPN,Tokyo (JPN),03 MAR 2024,1150,Full
2211,2:10:38,Tesfa WOKNETH,ETH,Chongqing (CHN),24 MAR 2024,1150,Full
2212,2:10:38,Joel Kemboi KIMURER,KEN,Lanzhou (CHN),26 MAY 2024,1150,Full
2213,2:10:39,Tristan WOODFINE,CAN,"Houston, TX (USA)",14 JAN 2024,1149,Full
2214,2:10:39,Pedro GOMEZ,ARG,Sevilla (ESP),18 FEB 2024,1149,Full
2215,2:10:39,Johannes MOTSCHMANN,GER,London (GBR),21 APR 2024,1149,Full
2216,2:10:40,Daisuke HOSOMORI,JPN,Osaka (JPN),25 FEB 2024,1149,Full
2217,2:10:41,Kosei MACHIDA,JPN,Osaka (JPN),25 FEB 2024,1149,Full
2218,2:10:42,Koki YOSHIOKA,JPN,Osaka (JPN),25 FEB 2024,1149,Full
2219,2:10:42,Bernard MUIA,KEN,Wien (AUT),21 APR 2024,1149,Full
2220,2:10:43,Levente SZEMEREI,HUN,Warszawa (POL),29 SEP 2024,1148,Full
2221,2:10:44,Haruto ONO,JPN,Osaka (JPN),25 FEB 2024,1148,Full
2222,2:10:44,Yugo KASHIWA,JPN,Tokyo (JPN),03 MAR 2024,1148,Full
2223,2:10:44,Albert KANGOGO,KEN,Wien (AUT),21 APR 2024,1148,Full
2224,2:10:45,Thomas DE BOCK,BEL,Eindhoven (NED),13 OCT 2024,1148,Full
2225,2:10:46,Takashi SOMA,JPN,Nobeoka (JPN),11 FEB 2024,1148,Full
2226,2:10:47,Takanori OGATA,JPN,Oita (JPN),04 FEB 2024,1147,Full
2227,2:10:47,Matthew RICHTMAN,USA,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1147,Full
2228,2:10:48,Silas MUTURI,KEN,Seoul (KOR),17 MAR 2024,1147,Full
2229,2:10:48,Barnaba KIPKOECH,KEN,Rotterdam (NED),14 APR 2024,1147,Full
2230,2:10:49,Jorge BLANCO,ESP,Sevilla (ESP),18 FEB 2024,1147,Full
2231,2:10:49,Felix Kipchirchir KANDIE,KEN,Gold Coast (AUS),07 JUL 2024,1147,Full
2232,2:10:50,Shunya KIKUCHI,JPN,Tokyo (JPN),03 MAR 2024,1146,Full
2233,2:10:50,Dadi Yami GEMEDA,ETH,Rabat (MAR),21 APR 2024,1146,Full
2234,2:10:50,Yakoub LABQUIRA,MAR,Košice (SVK),06 OCT 2024,1146,Full
2235,2:10:51,Leonard LANGAT,KEN,Wuhan (CHN),24 MAR 2024,1146,Full
2236,2:10:51,Shunjin YIN,CHN,Hengshui (CHN),22 SEP 2024,1146,Full
2237,2:10:52,Ryu TAKAKU,JPN,Osaka (JPN),25 FEB 2024,1146,Full
2238,2:10:52,Leonard BARSOTON,KEN,Wien (AUT),21 APR 2024,1146,Full
2239,2:10:52,Collins KEMBOI,KEN,Münster (GER),08 SEP 2024,1146,Full
2240,2:10:53,Cameron AVERY,NZL,Wien (AUT),21 APR 2024,1146,Full
2241,2:10:53,Abdelaziz MERZOUGUI,ESP,Enschede (NED),21 APR 2024,1146,Full
2242,2:10:53,Mohcin OUTALHA,MAR,Rabat (MAR),21 APR 2024,1146,Full
2243,2:10:53,Dawit WOLDE,ETH,"Chicago, IL (USA)",13 OCT 2024,1146,Full
2244,2:10:53,Hillary KIPSAMBU,KEN,Dublin (IRL),27 OCT 2024,1146,Full
2245,2:10:55,Wenhao XU,CHN,Wuxi (CHN),24 MAR 2024,1145,Full
2246,2:10:55,Elisha Kiprop BARNO,KEN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1145,Full
2247,2:10:58,James KIPLAGAT,KEN,Copenhagen (DEN),05 MAY 2024,1144,Full
2248,2:10:58,Filmon TESFU,NED,Amsterdam (NED),20 OCT 2024,1144,Full
2249,2:10:59,Felix KIRUI,KEN,Wuhan (CHN),24 MAR 2024,1144,Full
2250,2:10:59,Akihiro KANEKO,JPN,Gold Coast (AUS),07 JUL 2024,1144,Full
2251,2:10:59,Yongzheng HUANG,CHN,Hengshui (CHN),22 SEP 2024,1144,Full
2252,2:11:00,Nathan MARTIN,USA,"Orlando, FL (USA)",03 FEB 2024,1144,Full
2253,2:11:01,Samuel FREIRE,CPV,Sevilla (ESP),18 FEB 2024,1143,Full
2254,2:11:05,Martin CHERUIYOT,KEN,Genève (SUI),05 MAY 2024,1142,Full
2255,2:11:05,Shadrack KIPCHIRCHIR,USA,"Chicago, IL (USA)",13 OCT 2024,1142,Full
2256,2:11:06,Philip KOECH,KEN,Riyadh (KSA),10 FEB 2024,1142,Full
2257,2:11:06,Andualem BELAY,ETH,Lanzhou (CHN),26 MAY 2024,1142,Full
2258,2:11:07,John Nzau MWANGANGI,KEN,Buri Ram (THA),27 JAN 2024,1142,Full
2259,2:11:07,Tom HENDRIKSE,NED,Rotterdam (NED),14 APR 2024,1142,Full
2260,2:11:08,Hélio GOMES,POR,Sevilla (ESP),18 FEB 2024,1141,Full
2261,2:11:08,Vitalis KIBIWOTT,KEN,Izmir (TUR),21 APR 2024,1141,Full
2262,2:11:09,Josh IZEWSKI,USA,"Orlando, FL (USA)",03 FEB 2024,1141,Full
2263,2:11:09,Boniface KIMUTAI,KEN,Chongqing (CHN),24 MAR 2024,1141,Full
2264,2:11:11,Shoya TAKAHASHI,JPN,Osaka (JPN),25 FEB 2024,1141,Full
2265,2:11:15,Masaki TSUDA,JPN,Osaka (JPN),25 FEB 2024,1140,Full
2266,2:11:16,John Kiprono LANGAT,KEN,Rabat (MAR),21 APR 2024,1139,Full
2267,2:11:18,Feyissa MULGETA,ETH,Sevilla (ESP),18 FEB 2024,1139,Full
2268,2:11:19,Monatcer ZAGHOU,MAR,Marrakech (MAR),28 JAN 2024,1138,Full
2269,2:11:19,Kengo SUZUKI,JPN,Tokyo (JPN),03 MAR 2024,1138,Full
2270,2:11:19,Marc SCOTT,GBR,London (GBR),21 APR 2024,1138,Full
2271,2:11:19,George JAMES,GBR,Frankfurt (GER),27 OCT 2024,1138,Full
2272,2:11:20,Yudai SHIMAZU,JPN,Osaka (JPN),25 FEB 2024,1138,Full
2273,2:11:22,Geoffrey KIPROTICH BIRGEN,KEN,Buri Ram (THA),27 JAN 2024,1138,Full
2274,2:11:23,Eric Kiprono KIPTANUI,KEN,Daegu (KOR),07 APR 2024,1137,Full
2275,2:11:23,Archie CASTEEL,SWE,Copenhagen (DEN),05 MAY 2024,1137,Full
2276,2:11:24,Kegu YANG,CHN,Wuxi (CHN),24 MAR 2024,1137,Full
2277,2:11:24,Simon PAULUS,NAM,Durban (RSA),28 APR 2024,1137,Full
2278,2:11:24,Alex MAIER,USA,"Chicago, IL (USA)",13 OCT 2024,1137,Full
2279,2:11:24,Edward Konana KOONYO,KEN,Cape Town (RSA),20 OCT 2024,1137,Full
2280,2:11:25,Keijiro MOGI,JPN,Osaka (JPN),25 FEB 2024,1137,Full
2281,2:11:26,Jerrell MOCK,USA,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1137,Full
2282,2:11:27,Reo KUNIYUKI,JPN,Oita (JPN),04 FEB 2024,1136,Full
2283,2:11:27,David GOMEZ GONZÁLEZ,COL,Sevilla (ESP),18 FEB 2024,1136,Full
2284,2:11:27,Justus Kipkorir LIMO,KEN,Lisboa (POR),06 OCT 2024,1136,Full
2285,2:11:28,Isaac KIPSANG,KEN,Rotterdam (NED),14 APR 2024,1136,Full
2286,2:11:28,Abednego CHERUIYOT,KEN,Venezia (ITA),27 OCT 2024,1136,Full
2287,2:11:29,Tatsuya SUMIDE,JPN,Nobeoka (JPN),11 FEB 2024,1136,Full
2288,2:11:30,Linus ROSDAL,SWE,Sevilla (ESP),18 FEB 2024,1135,Full
2289,2:11:31,Yuki TAKAMIYA,JPN,Osaka (JPN),25 FEB 2024,1135,Full
2290,2:11:34,Youness BENAR,MAR,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1134,Full
2291,2:11:36,Pheeha MOKGOBO,RSA,Milano (ITA),07 APR 2024,1134,Full
2292,2:11:37,Yuya YAMASHITA,JPN,Nobeoka (JPN),11 FEB 2024,1134,Full
2293,2:11:37,Embay GOITOM,ETH,Madrid (ESP),28 APR 2024,1134,Full
2294,2:11:37,Abel CHEBET,UGA,Praha (CZE),05 MAY 2024,1134,Full
2295,2:11:38,Koki TAKADA,JPN,Tokyo (JPN),03 MAR 2024,1133,Full
2296,2:11:38,Birhan NEBEBEW,ETH,Yingkou (CHN),26 MAY 2024,1133,Full
2297,2:11:38,El Mahjoub DAZZA,MAR,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1133,Full
2298,2:11:39,Sondre Nordstad MOEN,NOR,"Stade de France, Paris (FRA)",10 AUG 2024,1133,Full
2299,2:11:39,Ezekiel KIPKORIR,KEN,Eindhoven (NED),13 OCT 2024,1133,Full
2300,2:11:40,Dmitriy NEDELIN,RUS,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1133,Full
2301,2:11:41,Takeshi NISHIDA,JPN,Nobeoka (JPN),11 FEB 2024,1132,Full
2302,2:11:41,Yaseen ABDALLA,SUD,"Stade de France, Paris (FRA)",10 AUG 2024,1132,Full
2303,2:11:42,Samuel Tsegay TESFAMARIAM,SWE,Dubai (UAE),07 JAN 2024,1132,Full
2304,2:11:42,Hicham LAQOUAHI,MAR,Oita (JPN),04 FEB 2024,1132,Full
2305,2:11:42,Isaac KIBET,UGA,Milano (ITA),07 APR 2024,1132,Full
2306,2:11:42,Juan PACHECO,MEX,Wien (AUT),21 APR 2024,1132,Full
2307,2:11:43,Katsutoshi MONOE,JPN,Fukui (JPN),31 MAR 2024,1132,Full
2308,2:11:43,Vincent RONOH,KEN,Frankfurt (GER),27 OCT 2024,1132,Full
2309,2:11:44,Enock KIPKEMBOI,KEN,Huai'an (CHN),21 APR 2024,1132,Full
2310,2:11:44,Youssef BEN HADI,MAR,Eindhoven (NED),13 OCT 2024,1132,Full
2311,2:11:45,Chebon Stephen KIPKECH,KEN,Amsterdam (NED),20 OCT 2024,1131,Full
2312,2:11:46,Adamu GETAHUM,ETH,Frankfurt (GER),27 OCT 2024,1131,Full
2313,2:11:48,Shadrack KIPTANUI,KEN,Xiamen (CHN),07 JAN 2024,1131,Full
2314,2:11:48,Mohamed EL GHAZOUANY,MAR,Sevilla (ESP),18 FEB 2024,1131,Full
2315,2:11:48,Edwin KIMAIYO,KEN,Linz (AUT),07 APR 2024,1131,Full
2316,2:11:48,Gilbert CHUMBA,KEN,Beograd (SRB),28 APR 2024,1131,Full
2317,2:11:48,Dominic LETTING,KEN,Lima (PER),19 MAY 2024,1131,Full
2318,2:11:48,Tesfaye DEMEKE,ETH,Amsterdam (NED),20 OCT 2024,1131,Full
2319,2:11:49,Jack RAYNER,AUS,"Cricket Ground, Melbourne (AUS)",13 OCT 2024,1130,Full
2320,2:11:51,Thomas BROATCH,CAN,"Houston, TX (USA)",14 JAN 2024,1130,Full
2321,2:11:52,Yousheng GUAN,CHN,Dongying (CHN),20 OCT 2024,1129,Full
2322,2:11:54,Marcelo LAGUERA,MEX,"Houston, TX (USA)",14 JAN 2024,1129,Full
2323,2:11:55,Turner WILEY,USA,"Chicago, IL (USA)",13 OCT 2024,1129,Full
2324,2:11:55,Ashenafi NEGESE,ETH,Dublin (IRL),27 OCT 2024,1129,Full
2325,2:11:56,Noah Kiprotich KIGEN,KEN,Wuhan (CHN),24 MAR 2024,1128,Full
2326,2:11:56,Cameron LEVINS,CAN,"Stade de France, Paris (FRA)",10 AUG 2024,1128,Full
2327,2:11:59,Peng GAO,CHN,Wuxi (CHN),24 MAR 2024,1128,Full
2328,2:11:59,Wangjiang CEN,CHN,Wuxi (CHN),24 MAR 2024,1128,Full
2329,2:12:01,Tesema MIDEGISO,ETH,Wuhan (CHN),24 MAR 2024,1127,Full
2330,2:12:01,Hammington KIMAIYO,KEN,Hannover (GER),14 APR 2024,1127,Full
2331,2:12:03,Michael Mugo GITHAE,KEN,Tokyo (JPN),03 MAR 2024,1126,Full
2332,2:12:04,Asrar HIYRDEN,ETH,Sevilla (ESP),18 FEB 2024,1126,Full
2333,2:12:04,Nagu HABTAMU,ETH,Wuhan (CHN),24 MAR 2024,1126,Full
2334,2:12:05,Yoshihiro MAEDA,JPN,Osaka (JPN),25 FEB 2024,1126,Full
2335,2:12:06,Ryo MATSUMOTO,JPN,Tokyo (JPN),03 MAR 2024,1126,Full
2336,2:12:06,Dinghong YANG,CHN,Wuhan (CHN),24 MAR 2024,1126,Full
2337,2:12:07,Adam NOWICKI,POL,Sevilla (ESP),18 FEB 2024,1125,Full
2338,2:12:08,Panuel MKUNGO,KEN,Daegu (KOR),07 APR 2024,1125,Full
2339,2:12:08,Peter HERZOG,AUT,Berlin (GER),29 SEP 2024,1125,Full
2340,2:12:09,Shuho DAIROKUNO,JPN,Tokyo (JPN),03 MAR 2024,1125,Full
2341,2:12:10,El Hadi LAAMECHE,ALG,Sevilla (ESP),18 FEB 2024,1125,Full
2342,2:12:12,Akihito EISHIN,JPN,Osaka (JPN),25 FEB 2024,1124,Full
2343,2:12:12,Jackson Kemboi RUTTO,KEN,Hannover (GER),14 APR 2024,1124,Full
2344,2:12:12,Ahmed EL HASSOUNI,MAR,Rabat (MAR),21 APR 2024,1124,Full
2345,2:12:14,Johnatas DE OLIVEIRA,BRA,Sevilla (ESP),18 FEB 2024,1123,Full
2346,2:12:14,Zeberu BERTA,ETH,Rabat (MAR),21 APR 2024,1123,Full
2347,2:12:15,Frank LUJAN,PER,Sevilla (ESP),18 FEB 2024,1123,Full
2348,2:12:15,Faraja Lazaro DAMASI,TAN,Rotterdam (NED),14 APR 2024,1123,Full
2349,2:12:16,Ryota EJIMA,JPN,Osaka (JPN),25 FEB 2024,1123,Full
2350,2:12:16,Herpasa NEGASA,ETH,Praha (CZE),05 MAY 2024,1123,Full
2351,2:12:17,Colin BENNIE,USA,"Orlando, FL (USA)",03 FEB 2024,1123,Full
2352,2:12:17,Ciren ZHAXI,CHN,Wuxi (CHN),24 MAR 2024,1123,Full
2353,2:12:17,Justin KENT,CAN,Toronto (CAN),20 OCT 2024,1123,Full
2354,2:12:18,Melikhaya FRANS,RSA,Cape Town (RSA),20 OCT 2024,1122,Full
2355,2:12:19,Micah KOSGEI,KEN,Amsterdam (NED),20 OCT 2024,1122,Full
2356,2:12:20,Gilbert MUGE,KEN,Beograd (SRB),28 APR 2024,1122,Full
2357,2:12:21,Abbabiya SIMBASSA,USA,"Orlando, FL (USA)",03 FEB 2024,1122,Full
2358,2:12:21,Girmay Birhanu GEBRU,ETH,Taiyuan (CHN),22 SEP 2024,1122,Full
2359,2:12:22,Daniel MUIVA KITONYI,KEN,Tokyo (JPN),03 MAR 2024,1121,Full
2360,2:12:22,Cosmas KIPLIMO,KEN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1121,Full
2361,2:12:22,Chunlong YANG,CHN,Hengshui (CHN),22 SEP 2024,1121,Full
2362,2:12:23,Keisuke YOKOTA,JPN,Osaka (JPN),25 FEB 2024,1121,Full
2363,2:12:23,Charlie SWEENEY,USA,"Chicago, IL (USA)",13 OCT 2024,1121,Full
2364,2:12:24,Lesetja PAPO,RSA,Durban (RSA),28 APR 2024,1121,Full
2365,2:12:26,Kiprop KIMUTAI,KEN,Wuhan (CHN),24 MAR 2024,1120,Full
2366,2:12:26,Abayneh AYELE,ETH,Harbin (CHN),25 AUG 2024,1120,Full
2367,2:12:27,Abdela GODANA,ETH,Riyadh (KSA),10 FEB 2024,1120,Full
2368,2:12:27,Robert NGENO,KEN,Buenos Aires (ARG),22 SEP 2024,1120,Full
2369,2:12:28,Fumihiro MARUYAMA,JPN,Oita (JPN),04 FEB 2024,1120,Full
