Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Performance_ID,Date_Created
2038,2:08:32,Adane KEBEDE,ETH,Cape Town (RSA),20 OCT 2024,1185,Full,M,Adane KEBEDE_Full_2:08:32_20 OCT 2024,30 Oct 24
2037,2:08:32,Kennedy KIPYEKO,KEN,Eindhoven (NED),13 OCT 2024,1185,Full,M,Kennedy KIPYEKO_Full_2:08:32_13 OCT 2024,30 Oct 24
2036,2:08:32,Erenjia JIA,CHN,Berlin (GER),29 SEP 2024,1185,Full,M,Erenjia JIA_Full_2:08:32_29 SEP 2024,30 Oct 24
2035,2:08:32,Gilbert KIBET,KEN,Daegu (KOR),07 APR 2024,1185,Full,M,Gilbert KIBET_Full_2:08:32_07 APR 2024,30 Oct 24
2034,2:08:31,Dickson KIPTOO,KEN,Košice (SVK),06 OCT 2024,1185,Full,M,Dickson KIPTOO_Full_2:08:31_06 OCT 2024,30 Oct 24
2033,2:08:30,Desalegn GIRMA,ETH,Taiyuan (CHN),22 SEP 2024,1185,Full,M,Desalegn GIRMA_Full_2:08:30_22 SEP 2024,30 Oct 24
1586,2:24:43,Sayaka SATO,JPN,Osaka (JPN),28 JAN 2024,1185,Full,F,Sayaka SATO_Full_2:24:43_28 JAN 2024,30 Oct 24
1525,1:00:02,Patrick MOSIN,KEN,Cardiff (GBR),06 OCT 2024,1185,Half,M,Patrick MOSIN_Half_1:00:02_06 OCT 2024,30 Oct 24
2032,2:08:29,Haftom WELDAY,GER,Sevilla (ESP),18 FEB 2024,1185,Full,M,Haftom WELDAY_Full_2:08:29_18 FEB 2024,30 Oct 24
372,4:02.59,Whittni MORGAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1185,1500m,F,Whittni MORGAN_1500m_4:02.59_20 JUL 2024,30 Oct 24
44,1:44.62,Abdelati EL GUESSE,MAR,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1185,800m,M,Abdelati EL GUESSE_800m_1:44.62_20 JUN 2024,30 Oct 24
873,15:01.06,Courtney FRERICHS,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1185,5000m,F,Courtney FRERICHS_5000m_15:01.06_09 FEB 2024,30 Oct 24
673,9:23.39,Parul CHAUDHARY,IND,"Stade de France, Paris (FRA)",04 AUG 2024,1185,3000m Steeple,F,Parul CHAUDHARY_3000m Steeple_9:23.39_04 AUG 2024,30 Oct 24
1594,2:24:50,Meseret GEBRE,ETH,Toronto (CAN),20 OCT 2024,1184,Full,F,Meseret GEBRE_Full_2:24:50_20 OCT 2024,30 Oct 24
1595,2:24:51,Rahma TAHIRI,MAR,Sevilla (ESP),18 FEB 2024,1184,Full,F,Rahma TAHIRI_Full_2:24:51_18 FEB 2024,30 Oct 24
803,8:16.04,Nahuel CARABAÑA,AND,"Stade Delort, Marseille (FRA)",22 MAY 2024,1184,3000m Steeple,M,Nahuel CARABAÑA_3000m Steeple_8:16.04_22 MAY 2024,30 Oct 24
847,14:49.00,Samiyah HASSAN NOUR,DJI,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1184,5000m,F,Samiyah HASSAN NOUR_5000m_14:49.00_19 JUN 2024,30 Oct 24
848,14:49.21,Agnes Mwikali MUTUKU,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1184,5000m,F,Agnes Mwikali MUTUKU_5000m_14:49.21_20 JUL 2024,30 Oct 24
1591,2:24:49,Emily CHEBET,KEN,Rotterdam (NED),14 APR 2024,1184,Full,F,Emily CHEBET_Full_2:24:49_14 APR 2024,30 Oct 24
1592,2:24:50,Tsegaye MELESECH,ETH,"Houston, TX (USA)",14 JAN 2024,1184,Full,F,Tsegaye MELESECH_Full_2:24:50_14 JAN 2024,30 Oct 24
1593,2:24:50,Dorcas Jepchirchir TUITOEK,KEN,Praha (CZE),05 MAY 2024,1184,Full,F,Dorcas Jepchirchir TUITOEK_Full_2:24:50_05 MAY 2024,30 Oct 24
1292,27:26.67,Mebuki SUZUKI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1184,10000m,M,Mebuki SUZUKI_10000m_27:26.67_03 MAY 2024,30 Oct 24
373,4:02.71,Svetlana APLACHKINA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1184,1500m,F,Svetlana APLACHKINA_1500m_4:02.71_18 AUG 2024,30 Oct 24
1093,31:09.42,Judy Jepngetich CHEPASKWONY,KEN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1184,10000m,F,Judy Jepngetich CHEPASKWONY_10000m_31:09.42_03 MAY 2024,30 Oct 24
1526,1:00:03,Bute GEMECHU,ETH,Istanbul (TUR),28 APR 2024,1184,Half,M,Bute GEMECHU_Half_1:00:03_28 APR 2024,30 Oct 24
2039,2:08:33,Alemayehu MEKONEN,ETH,Sevilla (ESP),18 FEB 2024,1184,Full,M,Alemayehu MEKONEN_Full_2:08:33_18 FEB 2024,30 Oct 24
2040,2:08:33,Kento KIKUTANI,JPN,Osaka (JPN),25 FEB 2024,1184,Full,M,Kento KIKUTANI_Full_2:08:33_25 FEB 2024,30 Oct 24
2041,2:08:33,Kenji YAMAMOTO,JPN,Tokyo (JPN),03 MAR 2024,1184,Full,M,Kenji YAMAMOTO_Full_2:08:33_03 MAR 2024,30 Oct 24
2042,2:08:33,Aredom DEGEFA,ETH,Daegu (KOR),07 APR 2024,1184,Full,M,Aredom DEGEFA_Full_2:08:33_07 APR 2024,30 Oct 24
2043,2:08:33,Wisley KIMELI,KEN,Lisboa (POR),06 OCT 2024,1184,Full,M,Wisley KIMELI_Full_2:08:33_06 OCT 2024,30 Oct 24
2044,2:08:34,Benard KIMELI,KEN,Tokyo (JPN),03 MAR 2024,1184,Full,M,Benard KIMELI_Full_2:08:34_03 MAR 2024,30 Oct 24
409,3:34.31,Benoit CAMPION,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1184,1500m,M,Benoit CAMPION_1500m_3:34.31_15 JUN 2024,30 Oct 24
2045,2:08:34,Abraham KIPTOO,KEN,Wuxi (CHN),24 MAR 2024,1184,Full,M,Abraham KIPTOO_Full_2:08:34_24 MAR 2024,30 Oct 24
45,1:44.65,Shane COHEN,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1184,800m,M,Shane COHEN_800m_1:44.65_30 JUN 2024,30 Oct 24
44,1:58.77,Heather MACLEAN,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1184,800m,F,Heather MACLEAN_800m_1:58.77_08 JUN 2024,30 Oct 24
1596,2:24:54,Deborah SCHÖNEBORN,GER,"Houston, TX (USA)",14 JAN 2024,1183,Full,F,Deborah SCHÖNEBORN_Full_2:24:54_14 JAN 2024,30 Oct 24
1597,2:24:56,Katharina STEINRUCK,GER,Osaka (JPN),28 JAN 2024,1183,Full,F,Katharina STEINRUCK_Full_2:24:56_28 JAN 2024,30 Oct 24
849,14:49.75,Isobel BATT-DOYLE,AUS,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1183,5000m,F,Isobel BATT-DOYLE_5000m_14:49.75_19 JUN 2024,30 Oct 24
592,3:38.12,Yervand MKRTCHYAN,ARM,"Atletska dvorana, Beograd (SRB) (i)",13 FEB 2024,1183,1500m,M,Yervand MKRTCHYAN_1500m_3:38.12_13 FEB 2024,30 Oct 24
591,3:38.12,Callum ELSON,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1183,1500m,M,Callum ELSON_1500m_3:38.12_09 FEB 2024,30 Oct 24
377,4:02.79,Karissa SCHWEIZER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1183,1500m,F,Karissa SCHWEIZER_1500m_4:02.79_20 JUL 2024,30 Oct 24
378,4:02.80,Netsanet DESTA,ETH,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1183,1500m,F,Netsanet DESTA_1500m_4:02.80_28 MAY 2024,30 Oct 24
2049,2:08:39,Wilfred Kirwa KIGEN,KEN,Riyadh (KSA),10 FEB 2024,1183,Full,M,Wilfred Kirwa KIGEN_Full_2:08:39_10 FEB 2024,30 Oct 24
1094,31:10.53,Haruka KOKAI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1183,10000m,F,Haruka KOKAI_10000m_31:10.53_03 MAY 2024,30 Oct 24
1095,31:10.53,Amanda VESTRI,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1183,10000m,F,Amanda VESTRI_10000m_31:10.53_18 MAY 2024,30 Oct 24
1293,27:27.11,Felix BOUR,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1183,10000m,M,Felix BOUR_10000m_27:27.11_18 MAY 2024,30 Oct 24
804,8:16.36,Nicolas-Marie DARU,FRA,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1183,3000m Steeple,M,Nicolas-Marie DARU_3000m Steeple_8:16.36_18 MAY 2024,30 Oct 24
1600,2:24:57,Meritxell SOLER,ESP,Sevilla (ESP),18 FEB 2024,1183,Full,F,Meritxell SOLER_Full_2:24:57_18 FEB 2024,30 Oct 24
1599,2:24:56,Delvine Relin MERINGOR,ROU,"Stade de France, Paris (FRA)",11 AUG 2024,1183,Full,F,Delvine Relin MERINGOR_Full_2:24:56_11 AUG 2024,30 Oct 24
2046,2:08:38,Hironori KISHIMOTO,JPN,Oita (JPN),04 FEB 2024,1183,Full,M,Hironori KISHIMOTO_Full_2:08:38_04 FEB 2024,30 Oct 24
2048,2:08:38,Silas TOO,KEN,Eindhoven (NED),13 OCT 2024,1183,Full,M,Silas TOO_Full_2:08:38_13 OCT 2024,30 Oct 24
2047,2:08:38,Dejene DEBELA,ETH,Linz (AUT),07 APR 2024,1183,Full,M,Dejene DEBELA_Full_2:08:38_07 APR 2024,30 Oct 24
46,1:44.70,Ryan CLARKE,NED,"Stade de France, Paris (FRA)",08 AUG 2024,1183,800m,M,Ryan CLARKE_800m_1:44.70_08 AUG 2024,30 Oct 24
413,3:34.42,Jye EDWARDS,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 FEB 2024,1183,1500m,M,Jye EDWARDS_1500m_3:34.42_22 FEB 2024,30 Oct 24
412,3:34.41,Kieran LUMB,CAN,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1183,1500m,M,Kieran LUMB_1500m_3:34.41_10 MAY 2024,30 Oct 24
411,3:34.39,Dominic Lokinyomo LOBALU,SUI,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1183,1500m,M,Dominic Lokinyomo LOBALU_1500m_3:34.39_22 AUG 2024,30 Oct 24
45,1:58.84,Athing MU,USA,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1183,800m,F,Athing MU_800m_1:58.84_23 JUN 2024,30 Oct 24
375,4:02.78,Addison WILEY,USA,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1183,1500m,F,Addison WILEY_1500m_4:02.78_31 MAY 2024,30 Oct 24
376,4:02.79,Maggi CONGDON,USA,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1183,1500m,F,Maggi CONGDON_1500m_4:02.79_28 JUN 2024,30 Oct 24
1256,1:07:25,Gete ALEMAYEHU,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1183,Half,F,Gete ALEMAYEHU_Half_1:07:25_24 FEB 2024,30 Oct 24
1257,1:07:26,Melat Yisak KEJETA,GER,Berlin (GER),07 APR 2024,1183,Half,F,Melat Yisak KEJETA_Half_1:07:26_07 APR 2024,30 Oct 24
379,4:02.83,Sage HURTA-KLECKER,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1183,1500m,F,Sage HURTA-KLECKER_1500m_4:02.83_02 AUG 2024,30 Oct 24
210,1:46.57,Daniel KOTYZA,CZE,"Atletická hala, Ostrava (CZE) (i)",18 FEB 2024,1183,800m,M,Daniel KOTYZA_800m_1:46.57_18 FEB 2024,30 Oct 24
1598,2:24:56,Chloé HERBIET,BEL,Sevilla (ESP),18 FEB 2024,1183,Full,F,Chloé HERBIET_Full_2:24:56_18 FEB 2024,30 Oct 24
1294,27:27.50,Gideon Kipkertich RONO,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1182,10000m,M,Gideon Kipkertich RONO_10000m_27:27.50_27 APR 2024,30 Oct 24
382,4:03.00,Marta ZENONI,ITA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1182,1500m,F,Marta ZENONI_1500m_4:03.00_20 JUN 2024,30 Oct 24
2053,2:08:43,Omar Ait CHITACHEN,MAR,Marrakech (MAR),28 JAN 2024,1182,Full,M,Omar Ait CHITACHEN_Full_2:08:43_28 JAN 2024,30 Oct 24
1295,27:27.77,Kibet KANDIE,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1182,10000m,M,Kibet KANDIE_10000m_27:27.77_27 APR 2024,30 Oct 24
1602,2:25:03,Tsige HAILESLASE,ETH,London (GBR),21 APR 2024,1182,Full,F,Tsige HAILESLASE_Full_2:25:03_21 APR 2024,30 Oct 24
407,4:05.67,Martyna GALANT,POL,"Arena, Toruń (POL) (i)",06 FEB 2024,1182,1500m,F,Martyna GALANT_1500m_4:05.67_06 FEB 2024,30 Oct 24
2052,2:08:42,Martin MUSAU,UGA,Hamburg (GER),28 APR 2024,1182,Full,M,Martin MUSAU_Full_2:08:42_28 APR 2024,30 Oct 24
2051,2:08:42,Abderrazak CHARIK,FRA,Sevilla (ESP),18 FEB 2024,1182,Full,M,Abderrazak CHARIK_Full_2:08:42_18 FEB 2024,30 Oct 24
2050,2:08:40,Sezgin ATAÇ,TUR,Sevilla (ESP),18 FEB 2024,1182,Full,M,Sezgin ATAÇ_Full_2:08:40_18 FEB 2024,30 Oct 24
46,1:58.89,Elena BELLÒ,ITA,"Olympic Stadium, London (GBR)",20 JUL 2024,1182,800m,F,Elena BELLÒ_800m_1:58.89_20 JUL 2024,30 Oct 24
380,4:02.90,Dorcas EWOI,KEN,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1182,1500m,F,Dorcas EWOI_1500m_4:02.90_02 AUG 2024,30 Oct 24
851,14:50.00,Nelvin JEPKEMBOI,KEN,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1182,5000m,F,Nelvin JEPKEMBOI_5000m_14:50.00_25 MAY 2024,30 Oct 24
1601,2:25:03,Kaoutar BOULAID,MAR,Barcelona (ESP),10 MAR 2024,1182,Full,F,Kaoutar BOULAID_Full_2:25:03_10 MAR 2024,30 Oct 24
381,4:02.96,Claudia HOLLINGSWORTH,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 APR 2024,1182,1500m,F,Claudia HOLLINGSWORTH_1500m_4:02.96_04 APR 2024,30 Oct 24
84,2:00.21,Tigist GIRMA,ETH,"Atletska dvorana, Beograd (SRB) (i)",13 FEB 2024,1182,800m,F,Tigist GIRMA_800m_2:00.21_13 FEB 2024,30 Oct 24
415,3:34.47,Geordie BEAMISH,NZL,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182,1500m,M,Geordie BEAMISH_1500m_3:34.47_25 MAY 2024,30 Oct 24
675,9:24.43,Aneta KONIECZEK,POL,"Stade de France, Paris (FRA)",04 AUG 2024,1182,3000m Steeple,F,Aneta KONIECZEK_3000m Steeple_9:24.43_04 AUG 2024,30 Oct 24
674,9:24.42,Kristlin GEAR,USA,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182,3000m Steeple,F,Kristlin GEAR_3000m Steeple_9:24.42_25 MAY 2024,30 Oct 24
805,8:16.59,Matthew WILKINSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1182,3000m Steeple,M,Matthew WILKINSON_3000m Steeple_8:16.59_17 MAY 2024,30 Oct 24
50,1:44.73,Paul ANSELMINI,FRA,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1182,800m,M,Paul ANSELMINI_800m_1:44.73_07 JUN 2024,30 Oct 24
47,1:44.71,Jesus Tonatiu LOPEZ,MEX,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1182,800m,M,Jesus Tonatiu LOPEZ_800m_1:44.71_11 MAY 2024,30 Oct 24
414,3:34.45,Adam SPENCER,AUS,"Stade de France, Paris (FRA)",03 AUG 2024,1182,1500m,M,Adam SPENCER_1500m_3:34.45_03 AUG 2024,30 Oct 24
48,1:44.71,Alex AMANKWA,GHA,"George Mason Stadium, Fairfax, VA (USA)",12 AUG 2024,1182,800m,M,Alex AMANKWA_800m_1:44.71_12 AUG 2024,30 Oct 24
49,1:44.73,Luke BOYES,AUS,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1182,800m,M,Luke BOYES_800m_1:44.73_14 APR 2024,30 Oct 24
51,1:44.76,John RIVERA,PUR,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1181,800m,M,John RIVERA_800m_1:44.76_20 JUL 2024,30 Oct 24
1603,2:25:08,Cian OLDKNOW,RSA,Sevilla (ESP),18 FEB 2024,1181,Full,F,Cian OLDKNOW_Full_2:25:08_18 FEB 2024,30 Oct 24
416,3:34.52,Hafid RIZQY,MAR,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1181,1500m,M,Hafid RIZQY_1500m_3:34.52_19 MAY 2024,30 Oct 24
417,3:34.53,Flavien SZOT,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1181,1500m,M,Flavien SZOT_1500m_3:34.53_19 JUN 2024,30 Oct 24
418,3:34.54,Marius PROBST,GER,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1181,1500m,M,Marius PROBST_1500m_3:34.54_18 JUN 2024,30 Oct 24
1008,13:07.77,Dawit SEARE,ERI,"LAZ Wien, Wien (AUT)",22 JUN 2024,1181,5000m,M,Dawit SEARE_5000m_13:07.77_22 JUN 2024,30 Oct 24
419,3:34.56,Nico YOUNG,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1181,1500m,M,Nico YOUNG_1500m_3:34.56_04 MAY 2024,30 Oct 24
1604,2:25:10,Natsumi MATSUSHITA,JPN,Osaka (JPN),28 JAN 2024,1181,Full,F,Natsumi MATSUSHITA_Full_2:25:10_28 JAN 2024,30 Oct 24
1605,2:25:10,Lydia Naliaka SIMIYU,KEN,Roma (ITA),17 MAR 2024,1181,Full,F,Lydia Naliaka SIMIYU_Full_2:25:10_17 MAR 2024,30 Oct 24
1606,2:25:10,Cynthia JEROTICH,KEN,Hamburg (GER),28 APR 2024,1181,Full,F,Cynthia JEROTICH_Full_2:25:10_28 APR 2024,30 Oct 24
1096,31:13.18,Klara LUKAN,SLO,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1181,10000m,F,Klara LUKAN_10000m_31:13.18_18 MAY 2024,30 Oct 24
87,2:00.27,Isabelle BOFFEY,GBR,"Arena Birmingham, Birmingham (GBR) (i)",18 FEB 2024,1181,800m,F,Isabelle BOFFEY_800m_2:00.27_18 FEB 2024,30 Oct 24
48,1:58.95,Olivia BAKER,USA,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1181,800m,F,Olivia BAKER_800m_1:58.95_19 JUL 2024,30 Oct 24
49,1:58.97,Kate GRACE,USA,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1181,800m,F,Kate GRACE_800m_1:58.97_23 JUN 2024,30 Oct 24
2054,2:08:44,Hugo CATRILEO,CHI,"Houston, TX (USA)",14 JAN 2024,1181,Full,M,Hugo CATRILEO_Full_2:08:44_14 JAN 2024,30 Oct 24
2055,2:08:44,Yuki TAKEI,JPN,Osaka (JPN),25 FEB 2024,1181,Full,M,Yuki TAKEI_Full_2:08:44_25 FEB 2024,30 Oct 24
2056,2:08:44,Clayton YOUNG,USA,"Stade de France, Paris (FRA)",10 AUG 2024,1181,Full,M,Clayton YOUNG_Full_2:08:44_10 AUG 2024,30 Oct 24
47,1:58.94,Sarah BILLINGS,AUS,"Moselstadion, Trier (GER)",06 SEP 2024,1181,800m,F,Sarah BILLINGS_800m_1:58.94_06 SEP 2024,30 Oct 24
420,3:34.58,Jimmy GRESSIER,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1180,1500m,M,Jimmy GRESSIER_1500m_3:34.58_04 MAY 2024,30 Oct 24
1609,2:25:16,Yuna DAITO,JPN,Osaka (JPN),28 JAN 2024,1180,Full,F,Yuna DAITO_Full_2:25:16_28 JAN 2024,30 Oct 24
677,9:25.53,Firehiwot GESESE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1180,3000m Steeple,F,Firehiwot GESESE_3000m Steeple_9:25.53_20 APR 2024,30 Oct 24
1527,1:00:10,Boki DIRIBA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1180,Half,M,Boki DIRIBA_Half_1:00:10_24 FEB 2024,30 Oct 24
606,3:38.35,Yohanes ASMARE,ETH,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1180,1500m,M,Yohanes ASMARE_1500m_3:38.35_04 FEB 2024,30 Oct 24
421,3:34.59,Javier MIRON,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1180,1500m,M,Javier MIRON_1500m_3:34.59_18 JUN 2024,30 Oct 24
2057,2:08:47,Eliasa KIBET,KEN,Padova (ITA),21 APR 2024,1180,Full,M,Eliasa KIBET_Full_2:08:47_21 APR 2024,30 Oct 24
2058,2:08:47,Moses KEMEI,KEN,Dublin (IRL),27 OCT 2024,1180,Full,M,Moses KEMEI_Full_2:08:47_27 OCT 2024,30 Oct 24
2059,2:08:50,Kibrom DESTA HABTU,ETH,Seoul (KOR),17 MAR 2024,1180,Full,M,Kibrom DESTA HABTU_Full_2:08:50_17 MAR 2024,30 Oct 24
54,1:44.79,Moad ZAHAFI,MAR,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1180,800m,M,Moad ZAHAFI_800m_1:44.79_23 JUN 2024,30 Oct 24
1608,2:25:14,Emmah Cheruto NDIWA,KEN,Cape Town (RSA),20 OCT 2024,1180,Full,F,Emmah Cheruto NDIWA_Full_2:25:14_20 OCT 2024,30 Oct 24
53,1:44.79,Callum DODDS,GBR,"Mary Peters Track, Belfast (GBR)",11 MAY 2024,1180,800m,M,Callum DODDS_800m_1:44.79_11 MAY 2024,30 Oct 24
55,1:44.80,Clayton MURPHY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1180,800m,M,Clayton MURPHY_800m_1:44.80_30 JUN 2024,30 Oct 24
676,9:25.25,Angelina ELLIS,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1180,3000m Steeple,F,Angelina ELLIS_3000m Steeple_9:25.25_17 MAY 2024,30 Oct 24
852,14:51.44,Parker VALBY,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1180,5000m,F,Parker VALBY_5000m_14:51.44_24 JUN 2024,30 Oct 24
1260,1:07:36,Mestawut FIKIR,ETH,"Houston, TX (USA)",14 JAN 2024,1180,Half,F,Mestawut FIKIR_Half_1:07:36_14 JAN 2024,30 Oct 24
1259,1:07:35,Joyce Chepkemoi TELE,KEN,Buenos Aires (ARG),25 AUG 2024,1180,Half,F,Joyce Chepkemoi TELE_Half_1:07:35_25 AUG 2024,30 Oct 24
1258,1:07:34,Annie FRISBIE,USA,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1180,Half,F,Annie FRISBIE_Half_1:07:34_22 JUN 2024,30 Oct 24
1607,2:25:13,Betty CHEPKWONY,KEN,Frankfurt (GER),27 OCT 2024,1180,Full,F,Betty CHEPKWONY_Full_2:25:13_27 OCT 2024,30 Oct 24
806,8:16.94,Emil BLOMBERG,SWE,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1180,3000m Steeple,M,Emil BLOMBERG_3000m Steeple_8:16.94_02 JUN 2024,30 Oct 24
52,1:44.79,Elias NGENY,KEN,"Nyayo National Stadium, Nairobi (KEN)",06 MAR 2024,1180,800m,M,Elias NGENY_800m_1:44.79_06 MAR 2024,30 Oct 24
1261,1:07:36,Caroline KARIBA,KEN,Marugame (JPN),04 FEB 2024,1180,Half,F,Caroline KARIBA_Half_1:07:36_04 FEB 2024,30 Oct 24
56,1:44.80,Yusuf BIZIMANA,GBR,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1180,800m,M,Yusuf BIZIMANA_800m_1:44.80_20 JUL 2024,30 Oct 24
57,1:44.80,Ko OCHIAI,JPN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",31 JUL 2024,1180,800m,M,Ko OCHIAI_800m_1:44.80_31 JUL 2024,30 Oct 24
1529,1:00:11,Sondre Nordstad MOEN,NOR,Marugame (JPN),04 FEB 2024,1179,Half,M,Sondre Nordstad MOEN_Half_1:00:11_04 FEB 2024,30 Oct 24
1528,1:00:11,Amos BETT,KEN,Marugame (JPN),04 FEB 2024,1179,Half,M,Amos BETT_Half_1:00:11_04 FEB 2024,30 Oct 24
2063,2:08:52,Ken NAKAYAMA,JPN,Osaka (JPN),25 FEB 2024,1179,Full,M,Ken NAKAYAMA_Full_2:08:52_25 FEB 2024,30 Oct 24
2060,2:08:51,Abe GASHAHUN,ETH,Riyadh (KSA),10 FEB 2024,1179,Full,M,Abe GASHAHUN_Full_2:08:51_10 FEB 2024,30 Oct 24
2061,2:08:51,Alex Chesiro MASAI,KEN,"Chicago, IL (USA)",13 OCT 2024,1179,Full,M,Alex Chesiro MASAI_Full_2:08:51_13 OCT 2024,30 Oct 24
2062,2:08:52,Enyew MEKONNEN,ETH,Sevilla (ESP),18 FEB 2024,1179,Full,M,Enyew MEKONNEN_Full_2:08:52_18 FEB 2024,30 Oct 24
678,9:25.69,Yekaterina IVONINA,RUS,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1179,3000m Steeple,F,Yekaterina IVONINA_3000m Steeple_9:25.69_08 JUL 2024,30 Oct 24
2064,2:08:52,Filimon ABRAHAM,GER,Berlin (GER),29 SEP 2024,1179,Full,M,Filimon ABRAHAM_Full_2:08:52_29 SEP 2024,30 Oct 24
422,3:34.66,Noah BALTUS,NED,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1179,1500m,M,Noah BALTUS_1500m_3:34.66_19 MAY 2024,30 Oct 24
51,1:59.07,Eloisa COIRO,ITA,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1179,800m,F,Eloisa COIRO_800m_1:59.07_31 AUG 2024,30 Oct 24
1132,13:22.15,Samuel PRAKEL,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1179,5000m,M,Samuel PRAKEL_5000m_13:22.15_26 JAN 2024,30 Oct 24
50,1:59.07,Anna WIELGOSZ,POL,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1179,800m,F,Anna WIELGOSZ_800m_1:59.07_11 JUN 2024,30 Oct 24
807,8:17.15,Simon SUNDSTRÖM,SWE,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1179,3000m Steeple,M,Simon SUNDSTRÖM_3000m Steeple_8:17.15_02 JUN 2024,30 Oct 24
1097,31:15.39,Mercy CHELANGAT,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1179,10000m,F,Mercy CHELANGAT_10000m_31:15.39_16 MAR 2024,30 Oct 24
